Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  93       93.000       .07471    81070         .09921         .03500
  94       94.000       .07560    80735         .09989         .03680
  95       95.000       .07658    80400         .10062         .03885
  96       96.000       .07702    80065         .10117         .04086
  97       97.000       .07665    79730         .10164         .04274
  98       98.000       .07570    79395         .10224         .04469
  99       99.000       .07409    79060         .10274         .04646
 100      100.000       .07192    78725         .10318         .04808
Cross Semivariogram     tail:Ag           head:Bi            direction  1 
   1        1.000       .00020   111890         .00654         .12036
   2        2.000       .00099   111555         .00727         .11880
   3        3.000       .00174   111220         .00804         .11718
   4        4.000       .00260   110885         .00904         .11550
   5        5.000       .00360   110550         .01012         .11383
   6        6.000       .00498   110215         .01124         .11228
   7        7.000       .00614   109880         .01247         .11083
   8        8.000       .00758   109545         .01378         .10961
   9        9.000       .00906   109210         .01529         .10851
  10       10.000       .01049   108875         .01697         .10746
  11       11.000       .01193   108540         .01882         .10645
  12       12.000       .01333   108205         .02078         .10553
  13       13.000       .01462   107870         .02290         .10468
  14       14.000       .01539   107535         .02523         .10393
  15       15.000       .01592   107200         .02778         .10309
  16       16.000       .01650   106865         .03050         .10221
  17       17.000       .01715   106530         .03311         .10135
  18       18.000       .01754   106195         .03571         .10051
  19       19.000       .01802   105860         .03828         .09971
  20       20.000       .01843   105525         .04084         .09893
  21       21.000       .01883   105190         .04350         .09823
  22       22.000       .01880   104855         .04611         .09750
  23       23.000       .01849   104520         .04860         .09683
  24       24.000       .01815   104185         .05112         .09625
  25       25.000       .01784   103850         .05360         .09574
  26       26.000       .01788   103515         .05609         .09535
  27       27.000       .01808   103180         .05866         .09519
  28       28.000       .01816   102845         .06130         .09518
  29       29.000       .01835   102510         .06397         .09523
  30       30.000       .01843   102175         .06673         .09536
  31       31.000       .01880   101840         .06965         .09552
  32       32.000       .01935   101505         .07274         .09568
  33       33.000       .02016   101170         .07587         .09580
  34       34.000       .02085   100835         .07906         .09604
  35       35.000       .02155   100500         .08233         .09628
  36       36.000       .02213   100165         .08556         .09649
